MAE,RMSE,SFN,MAPE
87.83432,126.23288,0.8623142,0.26292822
81.44611,133.66187,0.8775806,0.20193349
95.053055,133.28366,0.9274435,0.29024288
129.26886,201.85393,1.1855161,0.4251366
94.99255,139.3845,0.9886231,0.28406316
91.86539,134.07047,0.9300284,0.30371472
79.72775,121.782,0.94131136,0.22175996
76.40605,121.43665,0.9410389,0.19754308
120.70907,184.1832,1.1333783,0.32142276
115.27481,165.64903,1.0268041,0.35493553
82.03336,125.898094,0.93226147,0.21554658
76.09243,119.729385,0.888363,0.19280969
83.89501,121.626625,0.9367071,0.24068955
78.46508,125.69066,1.2082361,0.18631957
77.39844,119.207016,0.97597384,0.18966375
78.0375,131.86993,0.95065403,0.17656472
78.3951,130.25714,0.9581285,0.19838504
74.56186,117.11749,0.9842541,0.18886547
110.22648,193.24815,1.1263049,0.23381592
91.735985,129.88347,0.9193267,0.24438892
138.66464,192.51086,1.0250318,0.43159503
97.356125,147.36874,0.970861,0.2801531
80.03712,128.56429,0.8866129,0.21162234
79.610886,118.49192,1.0987234,0.21188036
81.81484,121.71226,0.9334554,0.23218398
76.902405,117.96234,0.8931923,0.20808
73.65038,120.12501,0.9125038,0.17964453
90.18565,133.57259,0.98835313,0.23463224
79.85951,124.315735,0.95994323,0.21542437
76.15549,127.91381,0.9143993,0.17859113
80.34174,133.44803,0.9289134,0.19779663
85.25955,147.41519,0.9712265,0.1928661
81.53632,128.55582,0.9466467,0.20503841
120.80164,169.79416,1.1382923,0.3473014
85.4017,131.18587,0.92605793,0.21246636
79.21563,120.799225,0.87797254,0.21973658
112.75095,182.86647,1.0370265,0.24062967
79.412476,125.08154,0.9152732,0.21105112
79.54909,124.64424,0.87876654,0.22108695
76.75101,124.45899,0.88305104,0.19282031
86.86652,129.42038,0.8752538,0.25392154
81.2242,130.42427,0.87849605,0.20379496
93.301704,133.50525,0.95886767,0.2737743
120.25277,178.04587,1.4280481,0.31461015
75.177124,115.37537,0.93721205,0.19747914
76.83716,124.98032,0.91495526,0.18767606
77.58914,116.12811,0.92395645,0.1975592
103.236404,150.8811,1.0821493,0.27518642
85.64201,122.99087,0.93008816,0.2576568
81.26493,139.11925,0.9123099,0.18812232
81.57873,124.27471,0.90725684,0.21070258
86.61454,129.99182,0.9234096,0.23825191
130.77953,209.73866,1.128639,0.26995084
101.48003,152.40305,1.1665287,0.2541685
78.202576,124.237526,0.8900262,0.19533199
88.35014,128.95178,0.91576016,0.22963364
79.26616,133.00056,0.9344639,0.17970636
75.871185,121.23473,0.9367639,0.18574595
75.41045,121.74151,0.8857544,0.19473054
78.33973,131.38454,0.89189464,0.19110268
93.47881,135.40823,0.8938753,0.27405444
84.31982,131.1714,0.8907248,0.23884742
77.67454,118.88409,0.94678545,0.20318878
76.19516,115.99851,1.0390695,0.194932
76.70305,116.43977,0.8961493,0.20512293
77.42472,120.42076,0.8688582,0.20656286
71.613075,112.21487,0.87650627,0.18049319
75.82095,124.57728,0.9033171,0.18368892
81.34621,142.52472,0.92190164,0.18112238
74.148415,113.84694,0.86804855,0.1956721
97.10302,140.16718,0.9302064,0.26699224
74.41219,114.42912,0.8481443,0.2068216
72.4558,114.81634,0.85961413,0.18538012
123.21738,167.79352,1.1001577,0.36481452
100.02647,151.22835,0.9296756,0.24620934
78.15475,118.622116,0.8579298,0.2263731
75.0145,125.21785,0.8982208,0.17436771
77.34802,132.3017,0.8983568,0.18128699
75.53653,117.598434,0.91124296,0.20188242
84.00002,137.76662,0.8889568,0.22096649
78.72125,127.22736,0.87518203,0.20251192
83.612305,134.01477,0.87615776,0.21019207
85.15033,125.72425,0.9075428,0.24604487
102.8013,151.77052,1.1113219,0.31813434
85.27096,126.53644,0.91940117,0.23718815
81.26644,121.441795,0.8775468,0.24515525
82.59132,121.1606,0.9415959,0.2296337
74.45543,113.690475,0.92065936,0.19217841
78.99381,115.34475,0.88342047,0.22611216
76.075455,120.48917,0.87128156,0.19353066
79.05849,118.228035,0.87367415,0.21491803
76.61512,125.32277,0.8659544,0.18733783
82.66796,119.79134,0.88759154,0.23009063
83.34292,120.35093,0.97428596,0.21812531
74.22385,114.516304,0.9163431,0.18450248
80.23641,137.49734,0.9256615,0.1857164
102.30707,158.8676,0.94723237,0.24497728
74.537186,121.197,0.89763904,0.18759638
78.70796,134.37657,0.90264356,0.18749566
79.60966,126.416306,0.8846903,0.20492704
91.89139,133.62796,0.8933821,0.28220883
75.33189,117.27438,0.86367416,0.2077147
93.788765,152.4404,0.9381443,0.2137079
110.32873,160.27864,1.2379652,0.2776148
76.297264,118.13646,0.8981985,0.19162348
80.12374,118.31347,0.8929082,0.20893185
139.95007,179.454,1.1078041,0.42908353
116.06852,167.27753,1.2393602,0.29824623
98.15612,136.25873,1.0447057,0.2848452
77.26237,120.72834,0.88530624,0.1820617
94.04902,132.50288,0.9251989,0.2600918
74.78072,121.124695,0.87041706,0.18124421
89.60966,125.89828,0.9107393,0.25773582
97.60884,146.26633,1.1076231,0.2793511
74.40099,115.14836,0.9013531,0.18889444
80.68903,133.9914,0.92365754,0.1910557
116.56284,191.75755,1.085846,0.24256651
77.24377,128.32288,0.91639936,0.20755625
87.692856,131.9754,0.92710006,0.25591207
78.3072,130.74637,0.90148157,0.19752946
76.37915,125.177444,0.88635445,0.1947809
78.98974,121.2318,0.8792223,0.20784755
76.94462,123.89925,0.8811852,0.20092393
104.6013,151.59265,1.1337018,0.28047162
77.80775,122.44639,0.9069965,0.18965694
74.919914,114.38508,0.87427306,0.19921221
97.22798,135.94197,0.982152,0.26050344
85.652916,122.05177,0.9250207,0.23363103
77.2915,124.9707,0.8981469,0.19584599
75.49681,116.62695,0.8890842,0.1942215
83.17447,120.845,0.8913307,0.22747564
72.86439,117.30945,0.86036587,0.1840349
80.11386,117.86528,0.8965754,0.21843958
83.19131,122.57051,1.034869,0.21525972
76.71278,115.76966,0.93769395,0.19856116
78.33523,127.77441,0.92549115,0.19203192
85.7183,133.5825,0.9230998,0.2046334
78.22775,127.99729,0.9323021,0.1869494
85.8777,146.1017,0.94202614,0.21105358
81.097305,119.11821,0.894908,0.2167345
117.0744,154.56372,0.91899395,0.38399807
76.756645,118.08249,0.9051732,0.225728
73.46906,117.81274,0.8917028,0.19422872
96.708984,136.05515,1.0319898,0.26986042
76.04399,119.71895,0.9232849,0.1891663
88.78283,127.61953,0.9207107,0.2442429
107.49585,146.47409,0.9975272,0.31583312
72.31807,112.22347,0.9330487,0.18008469
90.43748,133.71872,1.016953,0.25105566
85.93706,141.43835,0.93701875,0.20987304
77.897934,121.81804,0.87327087,0.19383577
76.87991,122.73165,0.874559,0.18973818
78.32981,117.98709,0.9172952,0.21128179
85.528114,132.54605,1.0804543,0.23900181
80.98113,121.59735,0.9998136,0.21787742
83.13273,131.60043,0.9335685,0.2165714
84.67006,136.63872,0.93814707,0.19514173
76.18914,122.26734,0.9049098,0.19217311
76.811295,118.22191,0.91980875,0.20486858
83.99894,136.91592,0.9182631,0.21308462
80.29611,124.64887,0.9029633,0.20098236
77.58169,127.27131,0.8886936,0.18455334
82.30158,120.76083,0.917329,0.2199219
87.51914,129.77496,1.049335,0.23087141
78.07083,115.947105,0.9005943,0.20888427
85.32896,123.83928,0.8834468,0.2654603
72.05724,113.39215,0.9022008,0.1699512
81.73052,135.78372,0.89831746,0.18459098
84.51669,147.35327,0.95330673,0.1933507
89.8183,134.72725,0.89915574,0.2315963
81.16679,121.74954,0.8940517,0.23074128
74.34929,115.153244,0.87268484,0.20452325
87.16496,142.09805,0.9286923,0.19971609
83.51673,124.971016,1.024361,0.21133465
79.5529,123.13846,0.93179595,0.20217209
89.83759,129.59657,0.9508407,0.23765136
85.07788,149.69182,1.0055296,0.1904247
85.76066,128.3826,1.0069199,0.21747623
101.980064,142.52158,0.9564251,0.30941316
79.81012,131.28522,0.9054382,0.19759901
90.75534,132.5106,0.8903764,0.25845492
75.494255,119.81585,0.8658637,0.1928791
92.727196,131.08197,0.9754747,0.26890185
98.14892,147.84772,1.2182937,0.26969406
81.3708,124.21057,1.0007803,0.21974553
96.39071,163.69136,1.0564225,0.21844074
111.80855,166.87914,0.98430455,0.27035195
87.92274,129.97147,1.0142671,0.24188145
98.25411,167.85432,1.0303665,0.2502901
100.92832,143.33315,1.0111301,0.28982335
102.2861,149.89531,0.98600656,0.30568308
85.33495,132.44252,0.9433616,0.23627678
110.9767,175.3268,1.0225875,0.24682565
82.53418,126.06253,1.0638235,0.21396574
95.93046,134.92838,0.97531265,0.26967552
80.978745,122.180756,0.9303658,0.20044382
75.55741,120.37864,0.9159614,0.19239107
75.695076,124.104576,0.92374,0.17547235
120.49515,173.7784,1.2169039,0.32137826
102.272644,159.54208,0.9876948,0.28973633
80.92718,126.76899,0.9152864,0.21345755
81.04251,125.47215,0.8969579,0.21848729
76.85318,125.30374,0.9080565,0.1888523
105.52734,148.19347,1.0551227,0.3047347
86.572556,130.30318,0.9129145,0.22650346
85.911995,148.01791,0.95949674,0.20450626
91.98089,139.5557,0.93598366,0.231945
108.64951,148.78624,1.0033548,0.32336995
81.09568,135.90718,0.9419842,0.19588915
80.42874,136.75136,0.91598165,0.1850716
82.42156,123.30167,0.89042705,0.23063053
75.863235,121.64177,0.8675934,0.20147675
80.26759,119.60757,0.9438546,0.21630487
107.55978,154.85902,1.1783996,0.32038486
79.63856,118.46292,0.9139193,0.21382369
87.808716,150.56706,0.9725469,0.20400585
78.20048,119.61555,0.9368835,0.19793311
77.7624,130.87642,0.93913877,0.19188732
75.20695,124.875916,0.8910301,0.18990304
74.11992,123.01679,0.88053304,0.18560246
92.11392,134.54874,0.9143926,0.2652964
72.538,113.82562,0.86565936,0.19706881
74.3131,125.98122,0.87286,0.18864563
105.73469,146.89853,0.97409666,0.32577673
84.08398,131.36002,0.94177043,0.21912669
108.5905,155.91902,1.0120304,0.30953497
233.39839,300.321,1.3511957,0.81189996
80.43816,133.7732,0.9564012,0.22664072
84.31632,127.24733,1.0115154,0.25842014
79.864395,135.01447,0.9142612,0.19038351
80.53399,134.88057,0.9361923,0.19827208
79.270515,125.18199,0.90178424,0.20476171
81.18025,133.18245,0.93295234,0.20230421
73.78616,115.43268,0.99233013,0.18198235
77.64087,116.69433,0.93716353,0.2048964
78.64587,115.5855,0.88375735,0.2232382
85.16176,133.3634,0.91876686,0.2307432
76.178215,127.427124,0.9428216,0.19405402
82.93052,130.80519,0.9671859,0.23306954
79.852005,133.11848,0.8916628,0.2084633
77.769104,126.976875,0.8809614,0.20987442
80.14556,125.37095,0.8897364,0.22304103
83.533165,137.03531,0.89127207,0.20163001
92.771034,135.92268,0.990486,0.2657277
77.59756,121.62161,0.88762796,0.20112672
76.168465,126.28625,0.8811586,0.19310862
89.262955,152.65771,0.9838429,0.19874649
77.051674,122.99147,0.91116095,0.20812196
79.843376,127.08577,0.8821951,0.2237686
78.184135,121.81119,0.8942056,0.20939691
100.94943,143.98466,0.902177,0.32656717
74.78332,123.36192,0.8814625,0.21280439
75.73201,116.4874,0.90717214,0.20656072
76.217255,116.74209,1.1393676,0.21277928
75.2121,113.03363,0.9069597,0.20107219
75.16589,122.49841,0.8879003,0.19575192
75.07757,114.33065,0.90723264,0.19013986
73.72529,115.644714,0.93624294,0.19084771
118.216606,204.40384,1.1658131,0.24263264
110.83287,149.44905,0.94005024,0.31370774
102.452866,150.90372,0.99073625,0.3113255
79.38896,121.57408,0.8913938,0.23665103
72.65892,113.709625,0.8778216,0.20728044
103.836975,144.45508,1.0114421,0.31108597
75.59277,114.84717,0.8965529,0.20387536
73.969696,112.14311,0.87491393,0.20820303
73.71387,111.13181,0.9120341,0.18838325
73.38984,112.38172,0.9178455,0.19670764
115.65932,174.00726,1.172801,0.29625294
103.86642,148.94089,0.95839286,0.31105125
78.06701,121.22875,0.8917205,0.1964764
77.15098,117.676704,0.86510813,0.20188254
79.84782,119.32393,0.94805765,0.22627401
104.19526,169.86275,1.1916044,0.32092112
85.10927,130.09679,0.99557865,0.25627986
81.7771,123.176476,0.9107076,0.24581452
86.96068,148.26653,1.0158678,0.20144586
76.238815,121.07346,0.97060454,0.19724375
93.6944,137.39203,0.93585896,0.28019032
87.25504,149.16655,0.95274806,0.20696223
87.32921,130.67174,0.93022764,0.23889376
77.425804,123.47913,0.8868643,0.21056263
77.57688,120.16662,0.8974483,0.21188657
81.12721,119.91201,0.98282903,0.21893562
78.80836,115.33096,0.92550075,0.20769547
80.40091,137.09941,0.94149375,0.18595468
77.57632,127.26765,0.9239254,0.18772481
75.140526,117.97968,0.8997282,0.20769995
93.24457,167.75578,1.015853,0.20598422
95.87238,135.3602,0.9266226,0.269611
104.052635,145.45815,0.93325365,0.32835653
75.83404,120.055176,0.89568186,0.22529933
78.72479,128.75447,0.89843595,0.20321093
103.642334,154.90634,1.3381052,0.26184693
97.86768,136.13805,0.9710041,0.28015366
71.80135,111.856705,0.88017815,0.17652255
82.4918,121.91092,0.9764975,0.20859033
91.66786,135.0099,1.1009018,0.24197845
84.665405,121.74912,1.0258734,0.24635366
81.18686,139.9854,0.9107894,0.1835386
78.6435,120.83102,0.90781844,0.19730178
75.79253,122.91209,0.8729869,0.18743728
75.94795,118.30068,0.8858644,0.1882939
122.259766,166.2227,1.0618176,0.3798834
89.73466,134.6884,0.9018458,0.24061048
84.4825,142.06874,0.9258448,0.20713536
109.31094,175.673,1.02298,0.23794551
75.67369,122.87148,0.95036155,0.1981433
77.47635,121.3548,0.8829281,0.2257367
77.56839,130.80164,0.8882911,0.19933328
91.977936,137.39526,0.916909,0.27099434
74.87485,124.935295,0.8760479,0.20244783
84.00601,126.27546,0.9659203,0.23213604
94.56883,142.21768,1.1350651,0.27270362
74.25135,113.76147,0.92791605,0.20936166
74.96461,119.688446,0.8902741,0.19079693
73.93468,114.445885,0.88626534,0.19287269
76.77307,123.627106,0.8959755,0.20817603
91.67469,151.36356,0.94676155,0.209391
82.12574,121.09879,0.896798,0.235438
82.1215,123.62992,0.90460217,0.23693022
75.53218,117.98453,0.8676393,0.19860676
73.94201,117.043304,0.8950838,0.20521206
87.80283,129.99315,1.1618233,0.2287276
80.6865,117.23156,0.9382826,0.21724081
83.597046,122.93795,0.96341413,0.22009984
143.11018,178.74391,1.026306,0.4539355
75.11436,114.95494,1.0537035,0.19190153
86.155045,127.584114,0.9842992,0.23678647
78.50885,125.2281,0.8918656,0.19328706
100.144745,138.80357,0.9047953,0.31974927
79.50704,125.489655,0.87952876,0.21819356
85.94829,126.68384,0.9434657,0.25566307
111.00947,161.76895,1.2235131,0.31294274
81.98994,125.18893,0.944251,0.21687406
76.62613,117.74942,0.88752204,0.21273525
79.736626,133.13687,0.9293605,0.18828365
79.734726,126.9399,0.9877938,0.20793097
104.30039,166.4101,1.0796764,0.29195002
98.707344,143.65176,0.94271517,0.30011266
80.09404,133.50122,0.93305635,0.18930714
84.543816,124.58655,0.9055345,0.22199553
85.799194,136.14983,0.91176236,0.20854734
77.01072,116.67799,0.92837584,0.19739835
81.63648,117.82115,0.8982631,0.22040083
81.86812,142.3612,0.9350587,0.1799173
81.26307,128.86348,0.92810625,0.19342498
79.1621,121.807945,0.9721082,0.20421311
133.77321,228.46512,1.3649588,0.29986313
131.71458,174.4825,1.018393,0.38581836
106.39503,150.39287,0.95634353,0.34763438
91.01988,142.80708,0.9816433,0.247142
96.11563,151.92276,0.9656454,0.22619624
115.26393,160.42317,1.1541705,0.33489048
75.41887,115.99434,0.8728557,0.19216892
78.30044,115.75805,0.89771473,0.21175267
86.880066,124.64435,0.9230373,0.25352088
73.7267,115.0238,0.94879663,0.18097585
117.539795,174.74165,1.2544937,0.30846158
104.9422,179.91045,1.0772642,0.24086897
80.27781,137.82127,0.91567445,0.18136168
91.66816,134.43425,0.9243501,0.24008627
74.85218,118.66083,0.9186033,0.18643126
111.09766,166.06357,1.1780809,0.36053064
94.95605,137.72995,0.96292603,0.2771551
126.78207,173.40996,1.0373328,0.39823622
97.04883,139.54327,0.98515105,0.2828855
92.812294,135.30472,1.0423013,0.25573215
77.52464,117.1393,0.9153123,0.2118803
77.83436,124.98813,0.8931973,0.18731412
87.29663,125.04633,0.9030372,0.24463497
72.94896,117.73178,0.86107135,0.18619166
84.3742,122.807976,0.91041934,0.2326469
80.30798,125.0463,1.1201587,0.190088
76.41959,115.21502,0.95604056,0.19031242
102.00425,173.01204,1.0797908,0.20758824
97.03486,156.78362,0.9802036,0.2269267
77.06856,120.63248,0.93590236,0.20846266
74.88783,117.33468,0.89367694,0.19467998
77.66876,129.18672,0.8951646,0.18777567
87.119354,127.90467,0.8905308,0.2557394
77.80327,123.82608,0.8776444,0.21983781
78.17982,121.775795,0.8880955,0.20021866
90.5616,136.1163,1.3013532,0.23099142
78.5121,120.056335,0.92048514,0.20190822
87.17541,128.27963,0.95692414,0.22934595
97.52871,133.28947,0.94489014,0.2914152
79.179535,124.05562,0.9996319,0.19061016
74.09731,112.202156,0.8925879,0.1966807
77.13857,124.21667,0.8885151,0.18075009
78.93409,118.532,0.9047861,0.21339287
77.08594,122.555115,0.8748075,0.19200465
74.80514,115.75821,0.88635665,0.20565228
83.11417,126.567856,1.0434437,0.23824231
73.529686,110.85524,0.90348095,0.20068471
74.006516,116.64754,0.88311577,0.19030246
82.89957,143.20009,0.9763044,0.19026761
83.75648,130.33455,1.0034969,0.23348282
95.766075,135.95253,0.963125,0.29545465
82.5082,139.22464,0.911147,0.19562092
81.63034,126.775085,0.87995476,0.2276212
82.328865,133.8949,0.8925513,0.20688218
83.53026,125.4241,0.913846,0.23995422
123.51365,174.08337,1.149342,0.36764416
82.95497,126.54266,0.9386097,0.22382726
78.82907,118.14774,0.9092961,0.22364607
74.284386,111.550835,0.94864506,0.1999538
106.72693,152.50952,1.080364,0.29579243
83.01034,131.24944,0.97010696,0.2309531
77.923035,120.51634,0.9073823,0.20179355
95.872314,133.00981,0.92734873,0.28638703
75.33812,119.37397,0.8736517,0.19994107
78.625534,120.69588,0.90187204,0.21654971
91.90625,133.54436,1.2568386,0.23498632
76.42377,113.97117,0.9451358,0.20054053
72.701904,117.65549,0.91545784,0.17302659
76.4854,127.94125,0.93424714,0.17512214
72.396675,118.03518,0.9196323,0.17863382
75.95698,128.66968,0.90728414,0.1826558
76.40392,121.64519,0.8942896,0.19920722
101.66928,141.20662,0.904373,0.33594528
78.186264,124.414604,0.9057797,0.23241681
87.390175,139.32352,0.92603326,0.20791076
81.66335,121.33666,1.0076138,0.22200641
78.7344,114.938194,0.90862876,0.21329524
77.97841,115.39553,0.9059837,0.20527892
73.01508,115.74827,0.9069661,0.17843829
80.8178,120.21199,0.9671534,0.20714544
81.75528,118.199486,0.91937906,0.2307316
76.043015,123.03384,0.8885063,0.1780217
78.42118,120.459,0.8998616,0.19985136
77.91776,117.63238,0.87384105,0.20435564
81.13202,121.44311,0.8833622,0.23500374
88.86244,130.2734,1.1464286,0.22461843
78.5675,117.53604,0.95095074,0.20490496
74.71536,124.36804,0.91788316,0.17547709
81.482445,130.74982,0.9278413,0.19491602
73.22804,120.0321,0.9224665,0.18374017
73.87587,121.013466,0.88856924,0.18790358
75.52978,123.742096,0.8856471,0.18454923
88.46266,129.23337,0.87935495,0.26082253
78.05611,124.334946,0.8808179,0.2211002
81.71508,127.72114,0.907529,0.20623836
105.21064,154.51382,1.0217152,0.3303747
86.04789,129.4972,0.9281688,0.22889224
88.23474,131.254,0.9334612,0.2590459
77.703255,115.46876,0.93688715,0.22142322
82.55298,122.24503,0.9986702,0.21265973
85.08736,127.55057,0.9417075,0.2256728
81.864204,123.831856,0.9035858,0.21508823
79.92227,123.50702,0.8945208,0.20352755
74.53296,118.46211,0.8591181,0.18273567
74.68157,118.1238,0.87276894,0.1916055
83.23677,122.64193,0.99308634,0.21069278
76.92013,119.205734,0.9043201,0.19291496
93.160286,163.083,1.0237397,0.19611569
90.792435,135.09735,0.9217644,0.23181425
85.88679,139.59085,0.9495412,0.21535367
115.428955,200.20168,1.1668773,0.22958659
109.125656,151.72159,0.9459039,0.2944838
98.71376,146.23764,0.966642,0.30685166
77.03663,121.41991,0.89267623,0.22104079
76.966,122.569984,0.87447935,0.19144389
